10:57:43.956 |V| JetEnvironment                | :1                 | JetEnvironment is initiating startup.
10:58:12.588 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.test-framework@1.1.33\UnityEditor.TestRunner\TestRunner.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
10:58:12.588 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.test-framework@1.1.33\UnityEditor.TestRunner\TestRunnerWindow.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
10:58:12.588 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.test-framework@1.1.33\UnityEditor.TestRunner\TestRunnerWindowSettings.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
10:58:12.588 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.test-framework@1.1.33\UnityEditor.TestRunner\TestSettings\ITestSettings.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
10:58:12.588 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.test-framework@1.1.33\UnityEditor.TestRunner\TestSettings\ITestSettingsDeserializer.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
10:58:12.588 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.test-framework@1.1.33\UnityEditor.TestRunner\TestSettings\TestSettings.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
10:58:12.588 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.test-framework@1.1.33\UnityEditor.TestRunner\TestSettings\TestSettingsDeserializer.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
10:58:12.588 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.test-framework@1.1.33\UnityEditor.TestRunner\TestSettings.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
10:58:12.588 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.test-framework@1.1.33\UnityEditor.TestRunner\UnityEditor.TestRunner.asmdef.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
10:58:12.588 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.test-framework@1.1.33\UnityEditor.TestRunner\UnityTestProtocol\ITestRunnerApiMapper.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
10:58:12.588 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.test-framework@1.1.33\UnityEditor.TestRunner\UnityTestProtocol\IUtpLogger.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
10:58:12.588 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.test-framework@1.1.33\UnityEditor.TestRunner\UnityTestProtocol\IUtpMessageReporter.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
10:58:12.588 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.test-framework@1.1.33\UnityEditor.TestRunner\UnityTestProtocol\Message.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
10:58:12.588 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.test-framework@1.1.33\UnityEditor.TestRunner\UnityTestProtocol\TestFinishedMessage.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
10:58:12.588 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.test-framework@1.1.33\UnityEditor.TestRunner\UnityTestProtocol\TestPlanMessage.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
10:58:12.588 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.test-framework@1.1.33\UnityEditor.TestRunner\UnityTestProtocol\TestRunnerApiMapper.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
10:58:12.588 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.test-framework@1.1.33\UnityEditor.TestRunner\UnityTestProtocol\TestStartedMessage.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
10:58:12.588 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.test-framework@1.1.33\UnityEditor.TestRunner\UnityTestProtocol\TestState.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
10:58:12.588 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.test-framework@1.1.33\UnityEditor.TestRunner\UnityTestProtocol\UnityTestProtocolListener.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
10:58:12.588 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.test-framework@1.1.33\UnityEditor.TestRunner\UnityTestProtocol\UnityTestProtocolStarter.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
10:58:12.588 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.test-framework@1.1.33\UnityEditor.TestRunner\UnityTestProtocol\UtpDebuglogger.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
10:58:12.588 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.test-framework@1.1.33\UnityEditor.TestRunner\UnityTestProtocol\UtpMessageReporter.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
10:58:12.588 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.test-framework@1.1.33\UnityEditor.TestRunner\UnityTestProtocol.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
10:58:12.588 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.test-framework@1.1.33\UnityEditor.TestRunner.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
10:58:12.588 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.test-framework@1.1.33\UnityEngine.TestRunner\AssemblyInfo.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
10:58:12.588 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.test-framework@1.1.33\UnityEngine.TestRunner\Assertions\AllocatingGCMemoryConstraint.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
10:58:12.588 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.test-framework@1.1.33\UnityEngine.TestRunner\Assertions\ConstraintsExtensions.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
10:58:12.588 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.test-framework@1.1.33\UnityEngine.TestRunner\Assertions\InvalidSignatureException.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
10:58:12.588 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.test-framework@1.1.33\UnityEngine.TestRunner\Assertions\Is.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
10:58:12.588 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.test-framework@1.1.33\UnityEngine.TestRunner\Assertions\LogAssert.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
10:58:12.588 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.test-framework@1.1.33\UnityEngine.TestRunner\Assertions\LogScope\ILogScope.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
10:58:12.588 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.test-framework@1.1.33\UnityEngine.TestRunner\Assertions\LogScope\LogEvent.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
10:58:12.588 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.test-framework@1.1.33\UnityEngine.TestRunner\Assertions\LogScope\LogMatch.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
10:58:12.588 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.test-framework@1.1.33\UnityEngine.TestRunner\Assertions\LogScope\LogScope.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
10:58:12.588 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.test-framework@1.1.33\UnityEngine.TestRunner\Assertions\LogScope.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
10:58:12.588 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.test-framework@1.1.33\UnityEngine.TestRunner\Assertions\OutOfOrderExpectedLogMessageException.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
10:58:12.588 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.test-framework@1.1.33\UnityEngine.TestRunner\Assertions\UnexpectedLogMessageException.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
10:58:12.588 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.test-framework@1.1.33\UnityEngine.TestRunner\Assertions\UnhandledLogMessageException.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
10:58:12.588 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.test-framework@1.1.33\UnityEngine.TestRunner\Assertions\UnityTestTimeoutException.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
10:58:12.588 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.test-framework@1.1.33\UnityEngine.TestRunner\Assertions.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
10:58:12.588 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.test-framework@1.1.33\UnityEngine.TestRunner\NUnitExtensions\ActionDelegator.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
10:58:12.588 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.test-framework@1.1.33\UnityEngine.TestRunner\NUnitExtensions\Attributes\ConditionalIgnoreAttribute.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
10:58:12.588 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.test-framework@1.1.33\UnityEngine.TestRunner\NUnitExtensions\Attributes\TestEnumerator.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
10:58:12.588 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.test-framework@1.1.33\UnityEngine.TestRunner\NUnitExtensions\Attributes\TestMustExpectAllLogsAttribute.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
10:58:12.588 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.test-framework@1.1.33\UnityEngine.TestRunner\NUnitExtensions\Attributes\UnityCombinatorialStrategy.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
10:58:12.588 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.test-framework@1.1.33\UnityEngine.TestRunner\NUnitExtensions\Attributes\UnityPlatformAttribute.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
10:58:12.588 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.test-framework@1.1.33\UnityEngine.TestRunner\NUnitExtensions\Attributes\UnitySetUpAttribute.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
10:58:12.588 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.test-framework@1.1.33\UnityEngine.TestRunner\NUnitExtensions\Attributes\UnityTearDownAttribute.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
10:58:12.588 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.test-framework@1.1.33\UnityEngine.TestRunner\NUnitExtensions\Attributes\UnityTestAttribute.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
10:58:12.588 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.test-framework@1.1.33\UnityEngine.TestRunner\NUnitExtensions\Attributes.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
10:58:12.588 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.test-framework@1.1.33\UnityEngine.TestRunner\NUnitExtensions\BaseDelegator.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
10:58:12.588 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.test-framework@1.1.33\UnityEngine.TestRunner\NUnitExtensions\Commands\BeforeAfterTestCommandBase.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
10:58:12.588 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.test-framework@1.1.33\UnityEngine.TestRunner\NUnitExtensions\Commands\BeforeAfterTestCommandState.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
10:58:12.588 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.test-framework@1.1.33\UnityEngine.TestRunner\NUnitExtensions\Commands\EnumerableApplyChangesToContextCommand.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
